,structure,phfreq,phdos
826,"{'numbers': [20, 20, 83, 83, 17, 17, 8, 8, 8, 8], 'positions': [[-1.0265960174999997, -4.11477076180677, 6.009294394751103], [-3.0797880524999997, -2.0197104644523147, 0.09136002657833153], [-1.0265960174999997, -4.1780602046180855, 2.039609173155108], [-3.0797880524999997, -1.9564210216410003, 4.061045248174326], [-1.0265960175, -0.35951740674614024, 6.171508570202083], [-3.079788052499999, -5.774963819512945, -0.0708541488726484], [-3.0797880524999997, -3.235932712370441, 2.2356333582595056], [-1.0265960174999997, -2.8985485138886435, 3.86502106306993], [-3.0797880524999997, -3.137596978313508, 5.792749119940945], [-1.0265960174999997, -2.9968842479455775, 0.30790530138849015]], 'cell': [[-4.10638407, 0.0, -2.5144350536975903e-16], [3.7562863990838593e-16, -6.134481226259085, -1.6062711286705655], [0.0, 0.0, 7.70692555]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.06714307777672884, 0.04809123945811235, 0.3514848553547235, 0.7666825263565566, 0.8516551067122424, 1.0, 0.8598898239533639, 0.6410611111140404, 0.5952225551747296, 0.587033451191803, 0.5920139814558617, 0.38792397604152834, 0.3879185468884024, 0.5155093974208783, 0.4193116890810614, 0.340394485664934, 0.21502485834411036, 0.23777405342215963, 0.22226929618591934, 0.2512348249499652, 0.24439382729421902, 0.28354073020472675, 0.35321159004275354, 0.32055339135693794, 0.2664357730016546, 0.22059591983220028, 0.15812893920094753, 0.186493143165658, 0.30923620531833573, 0.31816693285697073, 0.16863445326638057, 0.0, 0.0, 0.0, 3.437743821132135e-14, 1.2331749301696368e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
827,"{'numbers': [38, 38, 22, 8, 8, 8, 8], 'positions': [[2.5087120367683884, -1.3111421861238621, -1.6600240436526863], [1.2008720888486386, 1.3111421861238621, -4.056784658349847], [0.0, 0.0, 0.0], [3.172878793324822, -0.5859883073480519, -3.9037113885450276], [0.5367053322922046, 0.5859883073480536, -1.813097313457508], [3.5470573876124085, 1.8476576132203282, -5.167761068003802], [1.8547920628085137, 0.0, 0.5490476339987324]], 'cell': [[3.709584125617028, -0.0, 1.098095267997465], [0.3250534760092387, -3.6953152264406564, -1.098095267997465], [-0.3250534760092387, 3.6953152264406564, -5.716808702002535]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.020510016063735058, 0.0, 0.008481731760594363, 0.13586670697795955, 0.6967943525818426, 1.0, 0.9445943370827086, 0.9195888374562792, 0.8977365453298014, 0.8853906159369151, 0.6057976970312157, 0.5568014055916023, 0.6000867125415195, 0.7069316144660811, 0.5663961277030611, 0.3423607731618056, 0.16638617627655594, 0.23923169534553226, 0.3808045216204009, 0.4561129765343977, 0.4142348653272363, 0.39910870216536837, 0.44460834691400053, 0.4263247938164499, 0.3745219136822825, 0.3010768695090422, 0.47681469821311834, 0.44572444836511105, 0.27568390508199225, 0.05035790742831599, 0.0, 0.0012322157520024092, 0.004003174213965903, 0.008034859140714728, 0.010790743374236998, 0.014898590722779612, 0.015806373433959856, 0.07922413324836566, 0.1426995155270402, 0.187887331969966, 0.14747027473698057, 0.06871529008132864, 0.012860478495028731, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
828,"{'numbers': [56, 56, 57, 41, 8, 8, 8, 8, 8, 8], 'positions': [[-3.5070659522762555, 1.2213445285416602, 0.08408995585640766], [-1.728056979613463, -1.2213445285416595, 3.050818113430887], [0.0, 0.0, 0.0], [-3.491179364766644, -2.4674723493602952, 0.06741666928729506], [-1.2269982977901124, 1.112839899450891, 1.6900256964776943], [-5.074589800939097, -3.5865845635232603, 0.5578776756466697], [-4.595606332885079, -1.5280562765118437, -1.310049034235011], [-0.16053313095062222, 3.5865845635232607, 2.5770303936406247], [-0.6395165990046403, 1.528056276511844, 4.444957103522307], [-4.008124634099607, -1.1128398994508903, 1.4448823728096]], 'cell': [[1.7472357976435686, 4.9349446987205905, 3.0000747307127056], [-5.23512293188972, -0.0, -3.0000747307127056], [-1.7472357976435686, -4.9349446987205905, 3.134908069287295]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.05679788441069274, 0.42301474586852905, 0.831277145578361, 1.0, 0.8733351565576014, 0.7344194537038324, 0.7921877470058823, 0.768699916354589, 0.6981562514559956, 0.5728126326780218, 0.48858868892387924, 0.27411796309676456, 0.19740486676012056, 0.2280755079753773, 0.4136076360730233, 0.5151201606528791, 0.3234277307377143, 0.3551181059384191, 0.3432447839877574, 0.24518402818879415, 0.2021177779280206, 0.25089120829500183, 0.5667362319400179, 0.5267045464468929, 0.24727757809690512, 0.05693385907462365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11403015324359066, 0.18086296202043595, 0.14194002764619099, 0.03498773313699692, 0.1273520928182114, 0.18534144961005833, 0.12641385401885438, 0.0, 8.796035770630096e-05, 0.009721945192733525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
829,"{'numbers': [55, 29, 29, 29, 8, 8], 'positions': [[0.0, 0.0, -2.76206863], [-1.2647891600000007, -2.1906790859823624, -3.097839992780539e-16], [-2.52957832, 0.0, -1.5489199963902699e-16], [-3.794367480000001, -2.1906790859823624, -5.524137260000001], [-2.5295783199999993, 1.4604527239882417, -4.41603951874208], [-2.5295783200000006, -1.4604527239882419, -1.1080977412579207]], 'cell': [[-2.5295783200000015, -4.381358171964725, -6.195679985561078e-16], [-2.529578319999999, 4.381358171964725, 3.097839992780539e-16], [0.0, 0.0, -5.52413726]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.5458092873363741, 0.9803310258193598, 1.0, 0.374613042205133, 0.4647617385858962, 0.6322546915835866, 0.6599508804352776, 0.49668548812748664, 0.3159417568762809, 0.3525130935362376, 0.2243985880700282, 0.13678884679154174, 0.030123872498783472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16730341903655, 0.33930579614619744, 0.4841401856903975, 0.325039896384764, 0.25450886224184144, 0.32225188798145893, 0.3369736032276217, 0.3737103746604332, 0.2561887891986822, 0.1584711991564257, 0.09715325818178809, 0.0, 0.0, 0.0, 0.0, 1.2295895677753622e-34, 1.0588922779343612e-34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
830,"{'numbers': [55, 55, 29, 29, 8, 8, 8, 8], 'positions': [[3.446962163927465, -1.5197812644683073, 4.0753872225], [3.0851819860725342, 1.5197812644683075, 1.3584624075000005], [0.02124155691761721, -0.009365498864295376, 4.0753872225], [6.510902593082383, 0.009365498864295496, 1.3584624075000007], [1.1080720512560314, -0.48855399714080494, 0.02016501597693], [5.4240720987439675, 0.48855399714080505, 5.4136846140230706], [5.4240720987439675, 0.48855399714080505, 2.7370898309769305], [1.1080720512560314, -0.48855399714080494, 2.69675979902307]], 'cell': [[2.126308424810907, 4.82260497646518, 7.999569424866608e-16], [-0.0, -0.0, 5.43384963], [4.4058357251890925, -4.82260497646518, -3.999784712433304e-16]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.35646572658630293, 0.7734852589013569, 1.0, 0.9430500938085261, 0.6738326766111964, 0.4761393827569139, 0.19362072464284255, 0.186989381579576, 0.26033090886313653, 0.3415229721957211, 0.34944442023067607, 0.24940187306279238, 0.15461672072151522, 0.15687144074021997, 0.19067996763903272, 0.20901133457169283, 0.16437131011082817, 0.07130047315340748, 0.023340543485066964, 0.0, 0.0, 0.022203370192400745, 0.04854215718899008, 0.13279028207798732, 0.2342931449607026, 0.2490389349415495, 0.10951803864099827, 0.08457654692629368, 0.32511694604019786, 0.5890666321710718, 0.5797381290953573, 0.37866008097474013, 0.364758759368122, 0.2077300098038091, 0.041882201795008275, 0.0, 0.0, 0.0, 0.0, 0.0, 6.668048082330206e-56, 2.040298727003401e-57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
831,"{'numbers': [55, 4, 4, 5, 8, 8, 8, 9, 9], 'positions': [[0.0, 0.0, 0.0], [4.990255713714934, 3.066614629828928, -6.484804143285368], [1.1924757907241808, 0.7328008653947888, -3.677821415724167], [3.0913657522195575, 1.8997077476118585, -5.081312779504766], [3.684921669712341, 3.0718578232123375, -5.489403817525263], [1.7774995387408383, 1.8997077476118585, -4.673221741484269], [3.811676048205493, 0.72755767201138, -5.081312779504766], [1.640835113963097, 1.0083268782774222, -2.2343097690111398], [4.541896390476017, 2.791088616946295, -7.9283157899983925]], 'cell': [[1.9239563236375825, 3.799415495223717, -1.322789159504766], [4.258775180801532, -0.0, -1.322789159504766], [-0.0, -0.0, -7.51704724]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.5076130633654294, 0.9345494576467677, 1.0, 0.6505839871801582, 0.8867747749588644, 0.9374773720811351, 0.6270892748714535, 0.20688326954973926, 0.3770769100630803, 0.6726896273185791, 0.7619326325903121, 0.5917911596475971, 0.4331940460243511, 0.20992253395408195, 0.3853313809606934, 0.5153132176240082, 0.5306467976074488, 0.4336954287508756, 0.41143125519369744, 0.5123789056545648, 0.5567739157604022, 0.37360972856510716, 0.3392167558314463, 0.10445448297171929, 0.14261810224833524, 0.22576629190817013, 0.26515245028256323, 0.20231568002560765, 0.08281977244933482, 0.08115870194199688, 0.29475003464522215, 0.3766008155629278, 0.44052982624629483, 0.38107800424106986, 0.17561206976641897, 0.4601370062792672, 0.6589227107205096, 0.719968540869075, 0.6764260147437613, 0.7336875897486997, 0.8940159281801991, 0.6189264490968303, 0.41427612630053806, 0.18627236984532827, 0.0, 0.014769212527763594, 0.0022807581847098164, 0.02138456618255401, 0.06184091264293919, 0.15099935601632467]"
832,"{'numbers': [55, 55, 55, 55, 51, 51, 8, 8, 8, 8, 8], 'positions': [[-8.643462706107279, -5.717130457157381, -1.7723148547442944], [-0.031501160946923366, -0.0208361223746835, -4.081521185140576], [-2.932557123976765, -1.9397100700156966, -1.7629766204162296], [-5.835292104974782, -3.8596945870072528, -8.06224643193974], [-3.0417715880827196, -2.011948866009008, -6.143202374784088], [-5.564135052902256, -3.680340514017329, -3.8258460550609836], [-4.508976751654789, -1.1862491852487629, -7.086948913712378], [-4.610121929087316, -4.8330079234642, -2.6108023235075906], [-6.251584500225994, -2.3513572731198438, -2.6108023235075906], [-2.856031215950451, -3.685260393782685, -7.086948913712378], [-3.9469971614522397, -2.6107011105755156, -4.444885218202932]], 'cell': [[-2.446743967952808, -5.754245339597786, -0.8482975697152103], [-6.2528309966763285, 0.0, -0.8482975697152103], [0.0, 0.0, -8.13276595]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.44063531316990345, 0.8655736919280609, 1.0, 0.8091259221221418, 0.5048752373616207, 0.30093214476568186, 0.055349927296767354, 0.05945515675137078, 0.14114877898484432, 0.15256352375355273, 0.15266699186056573, 0.14848246941452953, 0.23015592934736606, 0.16635835867897114, 0.10133963093471299, 0.0056966056400856524, 0.04097423674492226, 0.08411066126550691, 0.06520248877747337, 0.0016626682532483912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04821692426414873, 0.07107043458220882, 0.14517507045352973, 0.13670733731856627, 0.14726843865845812, 0.17082627938857944, 0.17164322310333296, 0.10287105270228135, 0.0, 0.0, 0.07652492924279267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
833,"{'numbers': [40, 40, 16, 7, 7], 'positions': [[-1.7966638500000003, 1.0373043574407697, -4.4923497707103195], [-1.7966638500000007, -1.0373043574407699, -1.879000349289681], [0.0, 0.0, 0.0], [-1.7966638500000007, -1.0373043574407699, -4.046654715765961], [-1.7966638500000003, 1.0373043574407697, -2.32469540423404]], 'cell': [[-1.796663850000001, -3.111913072322309, -4.4005572660925206e-16], [-1.7966638499999992, 3.111913072322309, 2.2002786330462603e-16], [0.0, 0.0, -6.37135012]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.001996032125795214, 0.005279386216851678, 0.028627452788715656, 0.0792556299893825, 0.14495776569864377, 0.290932273801924, 0.4660784766073551, 0.6748319765870533, 0.7986676998999802, 0.9370233654173113, 0.9533512374375178, 0.978812584376099, 1.0, 0.9784615701532354, 0.6952907671101131, 0.31117490812765036, 0.06157036913389787, 0.0, 0.0, 0.0, 0.0, 0.3045629656828707, 0.591411717954406, 0.6957969935033217, 0.5325676153840726, 0.35334746453433036, 0.20467170761512285, 0.0, 0.23201744642540406, 0.41864261634234473, 0.39976277267078547, 0.17150037378350422, 0.18093446377825143, 0.6122210854421648, 0.6357821893736934, 0.3281865280656704, 0.0, 0.0, 0.0, 0.0, 0.0, 3.995470976669284e-58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
834,"{'numbers': [21, 21, 41, 41, 8, 8, 8, 8, 8, 8, 8, 8], 'positions': [[-3.8609498399759996, 0.0, 1.2673266574999995], [-1.7986072400239999, 0.0, 3.8019799725000003], [-4.62134529101648, -2.402419404711898, 3.7554759765886043], [-1.03821178898352, -2.402419404711898, 1.220822661588605], [-5.0600741558580795, -3.4521661732783806, 2.148574419114997], [-5.0600741558580795, -1.352672636145415, 0.2930709040622123], [-0.5994829241419205, -3.4521661732783806, 4.683227734114998], [-2.186694388113761, -1.1297569444210074, 0.4473461455634991], [-3.47286269188624, -3.675081865002788, 4.528952492613711], [-0.5994829241419206, -1.352672636145415, 2.8277242190622127], [-3.4728626918862404, -1.1297569444210074, 2.9819994605634985], [-2.18669438811376, -3.675081865002788, 1.994299177613711]], 'cell': [[2.942115234189915e-16, -4.804838809423796, -0.09300799182278992], [0.0, 0.0, 5.06930663], [-5.65955708, 0.0, -3.4654792313068706e-16]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.014051505186034614, 0.0334222059016697, 0.11287729183372867, 0.27110442214604635, 0.44898169409475086, 0.567303835396855, 0.638735614156081, 0.7514979173936761, 0.7476679424683335, 0.7432848281474899, 0.7772143648898683, 0.8740029620164951, 1.0, 0.8913805894782159, 0.7359855917872432, 0.7167146225536178, 0.7801209649816501, 0.716819351402083, 0.5945329289162339, 0.56194785934128, 0.6670922781833507, 0.6586350481606444, 0.5916951799754663, 0.5749934322191568, 0.4527512621927233, 0.34506290502224274, 0.2190214008599231, 0.25738642105823845, 0.4689893177864758, 0.5137271747790876, 0.3910675374771572, 0.15097074123811305, 0.09973241780382779, 0.13289465761851998, 0.15083706525106957, 0.19618716672039468, 0.18921440171525283, 0.22359418217066218, 0.3946641125657125, 0.40760134968767886, 0.24251041399866616, 0.00906924349079215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
835,"{'numbers': [19, 51, 15, 15, 8, 8, 8, 8, 8, 8, 8, 8], 'positions': [[3.3722744156587705, 2.04544984430216, -5.776040508865606], [0.0, 0.0, 0.0], [4.957992035938668, 3.00726536098961, -9.028768949543652], [1.7865567953788721, 1.0836343276147096, -2.523312068187563], [5.346774808771137, 3.2430811826395174, -7.616770918250708], [3.400104114667556, 3.012743075672651, -9.21067741386377], [1.3977740225464037, 0.8478185059648022, -3.9353100994805033], [0.8661912489595546, 1.6231503603472244, -8.280910099126883], [5.878357582357986, 2.4677493282570953, -3.271170918604331], [3.4066406143212893, 0.01811859472082853, -8.712349131207263], [3.337908216996251, 4.072781093883491, -2.8397318865239507], [3.344444716649985, 1.0781566129316684, -2.341403603867442]], 'cell': [[2.131608755080132, 4.09089968860432, -1.2701374888656058], [4.612940076237408, -0.0, -1.2701374888656058], [-0.0, -0.0, -9.01180604]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.12372953867182564, 0.0, 0.3065760602809586, 0.710658211058502, 0.7486828607439067, 0.4888416993138993, 0.49338516252799786, 0.6988064337755254, 0.6941783112050095, 0.401406389740891, 0.46162251072729793, 0.49829773292472257, 0.6449633531065854, 0.5770384703700753, 0.40465899249911885, 0.14825107840586843, 0.0, 0.0, 0.09500111241851107, 0.63804318615359, 1.0, 0.7984708147812662, 0.30992271543730354, 0.281162994314531, 0.37337806267868207, 0.27622952925238947, 0.0, 0.0, 0.026979340883494626, 0.20144491861324765, 0.5771206463456491, 0.6609397384170548, 0.3795994461795873, 0.04935989234453747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024078674227311855, 0.13729097582748961, 0.3214299504445481, 0.47509166463478486, 0.6022040700136754, 0.5452137669707066, 0.23278454524982276, 0.0]"
836,"{'numbers': [37, 73, 15, 15, 8, 8, 8, 8, 8, 8, 8, 8], 'positions': [[0.0, 0.0, 0.0], [0.0, 0.0, -4.21849783], [-4.808556758410169, -2.894658810083637, -6.206708356964494], [-2.6394222484191983, -1.5888814978745192, -2.6530897752156832], [-2.3658207396033215, -1.4241786446616764, -1.2074789250344846], [-3.4513502578115016, -3.5280171646067298, -5.768694467586845], [-3.9966287490178667, -0.9555231433514265, -3.091103664593333], [-4.733070017255141, -1.3988466419217132, -5.768694467586845], [-2.7149089895742273, -3.084693666036444, -3.091103664593333], [-5.082158267226046, -3.05936166329648, -7.652319207145692], [-1.5657141468156688, -0.9425298435389635, -3.586581515480936], [-5.882264860013698, -3.541010464419193, -5.273216616699242]], 'cell': [[-2.37448692864554, -4.483540307958156, -0.21140123609008935], [-5.073492078183827, 0.0, -0.21140123609008935], [0.0, 0.0, -8.43699566]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.07630030800602686, 0.41349058151270807, 0.9500883287156776, 1.0, 0.6833708830344212, 0.46527030819820003, 0.4625003981741701, 0.63956151395109, 0.6180688361062491, 0.5123977768952311, 0.5388824828042067, 0.7626693731833505, 0.7906008726503879, 0.631338297332581, 0.5065355080306284, 0.48925525833122957, 0.34839715042374125, 0.2812014134883405, 0.4053657745927838, 0.5523788662025798, 0.6118036304890235, 0.4334694874889867, 0.1486216705904554, 0.0971482657698388, 0.18239360313239747, 0.4134169768051258, 0.37131811472547577, 0.03432404334891497, 0.1556305680985324, 0.5331046741067, 0.8410787606539022, 0.6505185450806104, 0.2106152790219481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09235278507278097, 0.43128755029854304, 0.6511186717035329, 0.4779764486049451, 0.20197273464407875, 0.0, 0.0, 0.30083565359313214]"
837,"{'numbers': [19, 37, 37, 83, 9, 9, 9, 9, 9, 9], 'positions': [[-2.220446049250313e-16, 8.215495835118219, 1.5543122344752192e-15], [-1.1102230246251565e-16, 4.107747917559109, 7.771561172376096e-16], [4.440892098500626e-16, 12.323243752677328, 1.7763568394002505e-15], [0.0, 0.0, 0.0], [-1.0190285107983423, 9.656619775534093, -1.765009155063979], [2.038057021596685, 9.656619775534093, 1.7763568394002505e-15], [-2.0380570215966856, 6.7743718947023455, 1.887379141862766e-15], [1.0190285107983428, 6.7743718947023455, 1.76500915506398], [-1.0190285107983428, 9.656619775534093, 1.76500915506398], [1.0190285107983432, 6.7743718947023455, -1.765009155063979]], 'cell': [[1.9364109386073107, 5.4769972234121465, 3.353962130000001], [1.9364109386073107, 5.4769972234121465, -3.3539621299999993], [-3.872821877214621, 5.4769972234121465, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.37462944028568934, 0.4265431654620519, 0.8554413221659062, 1.0, 0.9862378259683128, 0.8000463046082373, 0.7863672663003064, 0.5532593202227799, 0.6930660954134622, 0.6652852595012092, 0.5201192860933587, 0.0840125254012886, 0.0, 0.0, 0.0, 0.09909909298026473, 0.3954629104816329, 0.4521957937438791, 0.5633337555724712, 0.2778340057474956, 0.4534852802030329, 0.21876426498766907, 0.2500932655531222, 0.23353935016754054, 0.2088875468161043, 0.15486390464331926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
